公司代号,公司名字,类型,联系方式类型,联系方式
,,,电子邮箱,putojs@163.com
,,,电话,021-63292888
,,,电话,021-50100050
1020171702,上海意冠电子科技有限公司,施工企业,电子邮箱,xpf@shyge.com
,,,电话,021-33687397
,,,电话,021-33687391
,,,电话,021-54610580
1020171238,上海溢彩建筑装饰有限公司,施工企业,电子邮箱,2839339242@qq.com
,,,电子邮箱,565269798@qq.com
,,,电话,15801754076
,,,电话,15021786306
,,,电话,021-50942591
1020170961,上海溢兴装饰工程有限公司,施工企业,电子邮箱,zhouwenjie@buildking.hk
,,,电子邮箱,zhouwenjie@waikeect.com
,,,电话,021-54652310
,,,电话,54652310
1020172589,上海溢姚建筑工程有限公司,施工企业,电话,13482629863
1020171539,上海熠搜电力工程有限公司,施工企业,电子邮箱,admin@easy-solar.cn
,,,电话,021-63057207
1020171349,上海熠昭建筑有限公司,施工企业,电子邮箱,2428871174@qq.com
,,,电话,13795489806
1020171036,上海翼翔建筑工程有限公司,施工企业,电子邮箱,xiangyi_hhtd@163.com
,,,电子邮箱,842536619@qq.com
,,,电话,15921854108
,,,电话,13651745288
1020099076,上海懿君建设工程有限公司,施工企业,电子邮箱,yijunjianshe810@163.com
,,,电子邮箱,yijunjianshe@163.com
,,,电话,021-36030720
1020172688,上海懿叁懿肆建筑装饰设计有限公司,施工企业,电子邮箱,82775718@qq.com
,,,电话,13301943030
,,,电话,021-52589115
,,,电话,52589115
,,,电话,021-50392125
,,,电话,13003261399
1020150121,上海殷乾建筑工程有限公司,施工企业,电子邮箱,563768607@qq.com
,,,电话,18939931241
,,,电话,021-56779712
,,,电话,021-51013956
1020174402,上海寅合自动化工程有限公司,施工企业,电子邮箱,fujun0902@163.com
,,,电子邮箱,wwm0321@yeah.net
,,,电话,13386234823
,,,电话,13916682767
1020170291,上海崟兆信息技术有限公司,施工企业,电子邮箱,msj@chinayinzhao.com
,,,电话,021-68813027
,,,电话,13801696589
1020156698,上海银晨智能识别科技有限公司,施工企业,电子邮箱,shenyuanyuan@isvision.com
,,,电子邮箱,zhangling@isvision.com
,,,电话,021-50805681
1020166680,上海银动电力技术有限公司,施工企业,电子邮箱,shyddl@126.com
,,,电话,021-61813930
1020140476,上海银恒通讯工程有限公司,施工企业,电话,021-56186032
1020162018,上海银江智慧智能化技术有限公司,施工企业,电子邮箱,zw222com@sina.com
,,,电话,021-63459262
1020050017,上海银溢电器安装工程有限公司,施工企业,电子邮箱,shyinyi@163.com
,,,电话,021-62908085
1020172798,上海英珲实业有限公司,施工企业,电话,021-54880999
,,,电话,021-548809999
,,,电话,13916511995
1020171331,上海迎飞通讯工程有限公司,施工企业,电子邮箱,2009xjr@163.com
,,,电话,021-34611976
1020154920,上海迎禹建筑工程有限公司,施工企业,电子邮箱,1973153069@qq.com
,,,电话,13817403839
,,,电话,021-57635566
1020140805,上海盈东建筑工程有限公司,施工企业,电子邮箱,2508865823@qq.com
,,,电话,13563101415
,,,电话,021-52844635
1020152409,上海盈帆环境工程有限公司,施工企业,电子邮箱,shyingfan@126.com
,,,电话,021-59835058
,,,电话,13918863686
1020170353,上海盈衡装饰工程有限公司,施工企业,电子邮箱,shbn@126.com
,,,电子邮箱,shb_n@126.com
,,,电话,021-68558718
1020173610,上海盈明交通工程有限公司,施工企业,电话,13601916769
1020166725,上海盈明交通科技有限公司,施工企业,电子邮箱,364133750@qq.com
,,,电话,13601916769
1020170777,上海盈泉休闲设备有限公司,施工企业,电子邮箱,18321218388@139.com
,,,电话,18321218388
1020022198,上海盈硕消防工程有限公司,施工企业,电子邮箱,hxxf1993@163.com
,,,电子邮箱,hffx1993@163.com
,,,电话,021-65418559
1020021170,上海盈通信息科技有限公司,施工企业,电话,021-59333395
,,,电话,18918979078
1020090004,上海盈投建设发展有限公司,施工企业,电子邮箱,shytjfz@163.com
,,,电子邮箱,shytjsfz@163.com
,,,电话,13918756193
,,,电话,021-51768425
1020171606,上海盈重防腐工程有限公司,施工企业,电子邮箱,office@inkoo.net
,,,电话,021-58358681
1020170089,上海莹德工程技术有限公司,施工企业,电子邮箱,winde@windegroup.com
,,,电子邮箱,winde@windelab.com
,,,电话,021-64149307
,,,电话,64149307
1020171025,上海莹嘉科技有限公司,施工企业,电话,021-52663636
1020140825,上海莹煜建设工程有限公司,施工企业,电子邮箱,yingyui1800@126.com
,,,电子邮箱,13601773310@163.com
,,,电话,021-38919888
,,,电话,021-50277817
,,,电话,18917933797
1020090003,上海瀛发建设工程有限公司,施工企业,电子邮箱,642007808@qq.com
,,,电话,13816684428
,,,电话,021-59687250
1020166732,上海瀛雄建筑工程有限公司,施工企业,电话,13361800113
1020166137,上海瀛奕机械设备安装有限公司,施工企业,电子邮箱,847215840@qq.com
,,,电话,13816502103
,,,电话,021-56114053
1020170834,上海颖灿市政交通设施有限公司,施工企业,电话,021-51020387
,,,电话,13917806298
1020172463,上海影己建筑装饰工程有限公司,施工企业,电子邮箱,shcx277@126.com
,,,电子邮箱,bqw922@126.com
,,,电话,021-52287388
,,,电话,13601779877
1020060563,上海永得建筑工程有限公司,施工企业,电子邮箱,yongdejianzhu@163.com
,,,电话,021-62626760
1020080222,上海永端建筑工程有限公司,施工企业,电子邮箱,czpx6@126.com
,,,电话,021-69616297
,,,电话,13311915851
1020171972,上海永涵劳务有限公司,施工企业,电话,15726946651
1020051218,上海永合市政建筑工程有限公司,施工企业,电子邮箱,943616126@qq.com
,,,电话,021-57709928
,,,电话,13916505500
,,,电话,57709928
1020140187,上海永结钢结构工程有限公司,施工企业,电子邮箱,892329016@qq.com
,,,电话,021-54438595
,,,电话,021-62216728
1020160798,上海永砾建筑工程有限公司,施工企业,电话,18917020467
1020156437,上海永诺机电设备安装工程有限公司,施工企业,电话,13621644708
,,,电话,13801848829
1020041215,上海永千节能保温材料有限公司,施工企业,电子邮箱,gujianhua@shyqjn.com
,,,电子邮箱,yq4381@126.com
,,,电话,021-34781897
,,,电话,021-54333018
1020160381,上海永泰厨房设备工程有限公司,施工企业,电子邮箱,yongtai@shytco.com
,,,电话,021-58570105
,,,电话,021-58578389
1020160827,上海永天涂料有限公司,施工企业,电子邮箱,386621287@qq.com
,,,电话,13386005081
,,,电话,1338600
,,,电话,021-57708795
,,,电话,021-37776123
1020173716,上海永通通信科技发展有限公司,施工企业,电子邮箱,361600264@qq.com
,,,电话,021-37352680
,,,电话,13641769596
,,,电话,13916122100
1020020055,上海永怡建筑装饰工程有限公司,施工企业,电子邮箱,1294181019@qq.com
,,,电子邮箱,809330798@qq.com
,,,电子邮箱,sh_yongyi@126.com
,,,电话,021-68072916
,,,电话,021-68072928
1020166496,上海永余建筑劳务有限公司,施工企业,电子邮箱,297866750@qq.com
,,,电话,17068696789
,,,电话,13817529708
1020153497,上海永柱绿化工程有限公司,施工企业,电话,021-37521063
,,,电话,15601986683
,,,电话,15921279150
1020173694,上海勇程建设工程有限公司,施工企业,电话,13801684098
1020080195,上海勇惠建筑工程有限公司,施工企业,电子邮箱,cheng_peng_@126.com
,,,电话,021-62866507
1020160390,上海勇前建筑工程有限公司,施工企业,电话,15618427092
,,,电话,13122526331
1020170791,上海勇瑞建设装饰工程有限公司,施工企业,电子邮箱,1044935167@qq.com
,,,电话,13817725978
1020164744,上海优覆通信科技有限公司,施工企业,电子邮箱,gang.nie@yofutele.com
,,,电子邮箱,13701929981@139.com
,,,电话,021-58320839
,,,电话,021-58325710
,,,电话,13701929981
,,,电话,021-33783276
1020140120,上海优景智能科技股份有限公司,施工企业,电子邮箱,jzc@ukin-tech.com
,,,电子邮箱,huangly@ukin-tech.com
,,,电子邮箱,xuqin@ukin-tech.com
,,,电子邮箱,fhy-credy@163.com
,,,电子邮箱,...
,,,电话,021-65126688
,,,电话,021-51615196
1020172815,上海优科环境工程技术有限公司,施工企业,电子邮箱,hua.yueying@satec-china.com
,,,电话,021-66783388
,,,电话,66783388
1020152443,上海尤卉防水工程有限公司,施工企业,电子邮箱,624185753@qq.com
,,,电子邮箱,youhuipjf@163.com
,,,电话,021-56637987
,,,电话,13391286867
,,,电话,021-66368251
1020174169,上海尤良建设安装工程有限公司,施工企业,电话,15317175808
1020020144,上海邮电设计咨询研究院有限公司,施工企业,电子邮箱,sptdi@sptdi.com
,,,电话,021-25068888
,,,电话,25068888
1020163929,上海邮顺通讯科技有限公司,施工企业,电子邮箱,18901661858@189.cn
,,,电子邮箱,youshunkeji@126.com
,,,电话,021-56488989
1020023043,上海友海建设工程有限公司,施工企业,电子邮箱,963593697@qq.com
,,,电话,021-69691889
,,,电话,021-69695886
,,,电话,69695886
1020140910,上海友凌建筑装潢有限公司,施工企业,电子邮箱,yaowd2@126.com
,,,电话,13651663527
,,,电话,18601771883
,,,电话,13818796166
1020022197,上海友南实业有限公司,施工企业,电子邮箱,gcp_521@126.com
,,,电话,021-34637388
1020172488,上海友诺网络科技有限公司,施工企业,电子邮箱,un60488000@163.com
,,,电话,18270333005
,,,电话,021-68457450
,,,电话,021-20904688
1020172993,上海友韦建筑劳务有限公司,施工企业,电子邮箱,guyouhua168@sina.com
,,,电话,13817213333
1020165616,上海友勋装饰工程有限公司,施工企业,电子邮箱,1229802219@qq.com
,,,电话,13818670463
1020060703,上海友源建设工程有限公司,施工企业,电子邮箱,yy67681197@163.com
,,,电话,021-34636536
,,,电话,34636536-809
,,,电话,34636536-106
1020151757,上海酉信建筑劳务有限公司,施工企业,电子邮箱,jqq214@126.com
,,,电话,021-52687388
1020173586,上海佑旭建筑装饰工程有限公司,施工企业,电子邮箱,304136329@qq.com
,,,电话,021-60140224
1020171848,上海佑煊通信工程有限公司,施工企业,电子邮箱,shyxwangjt@163.com
,,,电话,15316965168
,,,电话,021-56554011
1020171690,上海佑跃建设工程有限公司,施工企业,电话,18605756216
1020090498,上海渝华电话工程有限公司,施工企业,电子邮箱,sh_yuhua@126.com
,,,电子邮箱,sh_yuhua@hotmail.com
,,,电话,18918760977
,,,电话,021-62149638
1020090467,上海渝嘉建筑工程有限公司,施工企业,电子邮箱,648749718@qq.com
,,,电话,021-69601288
,,,电话,13524443633
1020165415,上海渝建劳务派遣有限公司,施工企业,电话,15921144518
1020166359,上海渝开建筑劳务有限公司,施工企业,电子邮箱,124779226@qq.com
,,,电子邮箱,254384066@qq.com
,,,电话,13621706612
,,,电话,18716342048
1020166806,上海予通管道工程技术有限公司,施工企业,电子邮箱,xuwei@yt-pipe.cn
,,,电子邮箱,caihuaqin@magrd.com
,,,电话,021-54250261
1020172107,上海渔昶建筑装饰工程有限公司,施工企业,电话,021-68111333
1020110001,上海愉凯建设工程有限公司,施工企业,电话,021-63049067
1020170036,上海虞昌建筑劳务有限公司,施工企业,电话,021-35365072
1020156738,上海虞凌建设工程有限公司,施工企业,电子邮箱,17749791981@189.com
,,,电子邮箱,4285469@qq.com
,,,电话,021-56380568
1020172393,上海虞嵊建筑劳务有限公司,施工企业,电子邮箱,a5j388@163.com
,,,电话,021-68390093
1020173380,上海虞伟通信设备有限公司,施工企业,电话,13601990378
,,,电话,021-52906266
1020060987,上海宇春公路安全设施有限公司,施工企业,电子邮箱,66783997@qq.com
,,,电话,021-57170565
,,,电话,18918762725
1020171099,上海宇帆交通设施养护管理有限公司,施工企业,电子邮箱,490496209@qq.com
,,,电话,021-59966594
,,,电话,021-59966592
,,,电话,59966592
1020173147,上海宇江建筑劳务有限公司,施工企业,电话,021-65665366
1020100722,上海宇欣建筑工程有限公司,施工企业,电话,021-39361789
,,,电话,13003174871
1020170867,上海羽畅建筑工程有限公司,施工企业,电话,021-58590071
1020120555,上海羽涵建筑工程有限公司,施工企业,电子邮箱,yuhanjz@163.com
,,,电子邮箱,138016973620@163.com
,,,电子邮箱,13816973620@163.com
,,,电话,021-50687525
,,,电话,021-50687276
1020166741,上海雨航船务工程有限公司,施工企业,电子邮箱,yxlhy66@126.com
,,,电子邮箱,dingyuan0117@126.com
,,,电话,13801797111
,,,电话,021-56867716
,,,电话,021-56857716
1020130198,上海雨良土石方工程有限公司,施工企业,电子邮箱,13023238907@126.com
,,,电子邮箱,191094167@qq.com
,,,电话,18939900730
,,,电话,13023238907
,,,电话,18939930730
1020120604,上海雨熙照明工程有限公司,施工企业,电子邮箱,770260708@qq.com
,,,电子邮箱,366142686@qq.com
,,,电话,15618638082
,,,电话,13917761281
1020171677,上海禹宝建筑劳务有限公司,施工企业,电话,021-52187667
1020173821,上海禹德机电设备安装有限公司,施工企业,电话,13918051988
1020140656,上海禹航防水防腐工程有限公司,施工企业,电子邮箱,3319279761@qq.com
,,,电子邮箱,18116200561@163.com
,,,电话,021-66016525
1020170130,上海禹虹建筑防水工程有限公司,施工企业,电子邮箱,593390655@qq.com
,,,电子邮箱,xsd9999@163.com
,,,电话,18917037055
,,,电话,64190138
,,,电话,021-64190138
1020152173,上海禹铭防水保温工程有限公司,施工企业,电子邮箱,199966688@qq.com
,,,电子邮箱,2507342420@qq.com
,,,电话,021-37535969
1020173300,上海禹舜建设工程有限公司,施工企业,电话,18221996662
1020166503,上海禹桐建筑工程有限公司,施工企业,电子邮箱,3319279761@qq.com
,,,电子邮箱,2665261840@qq.com
,,,电话,021-33586656
,,,电话,021-66016525
1020164259,上海禹之洋环保科技有限公司,施工企业,电子邮箱,yzy-hb@yzy-hb.com
,,,电话,021-54178162
1020172224,上海语稷建筑劳务有限公司,施工企业,电话,021-67155107
1020171836,上海语月劳务派遣有限公司,施工企业,电话,021-59188506
1020155792,上海玉荃建筑工程有限公司,施工企业,电子邮箱,fanghua2288@163.com
,,,电话,021-65871558
1020171493,上海驭路建筑劳务有限公司,施工企业,电话,021-54730817
1020041494,上海育才电力工程有限公司,施工企业,电子邮箱,shycdl@126.com
,,,电话,021-54701305
1020166505,上海育晨建筑劳务有限公司,施工企业,电子邮箱,171876168@qq.com
,,,电子邮箱,15821974666@163.com
,,,电话,021-61314867
,,,电话,13917813798
,,,电话,15821974666
1020166845,上海育驰建筑劳务有限公司,施工企业,电子邮箱,419209560@qq.com
,,,电话,021-55061964
1020171097,上海育发信息技术有限公司,施工企业,电子邮箱,1356493092@qq.com
,,,电话,13512198836
,,,电话,13818962705
,,,电话,021-56089807
1020031532,上海育兰电气安装有限公司,施工企业,电子邮箱,yldianqi@163.com
,,,电话,021-39120766
1020171562,上海育阳通信工程有限公司,施工企业,电子邮箱,18916016230@qq.com
,,,电子邮箱,18916016230@189.com
,,,电子邮箱,754923259@qq.com
,,,电话,021-33692232
,,,电话,18916016230
,,,电话,021-60279829
1020171471,上海昱清环保工程有限公司,施工企业,电子邮箱,13917076877@163.com
,,,电话,021-64027698
,,,电话,021-54377351
1020165334,上海昱阳建筑装饰有限公司,施工企业,电子邮箱,2845302269@qq.com
,,,电子邮箱,2995402802@qq.com
,,,电子邮箱,wangliyuxuan@163.com
,,,电话,021-34722122
1020160022,上海钰安建筑防水保温工程有限公司,施工企业,电子邮箱,2392035373@qq.com
,,,电子邮箱,272300889@qq.com
,,,电话,021-68921783
,,,电话,13701879181
1020038866,上海钰景园林股份有限公司,施工企业,电子邮箱,sshyyjyl@163.com
,,,电子邮箱,lixiang@sshy.cn
,,,电话,021-62370928
,,,电话,021-67635800
,,,电话,021-67635800-8612
1020166791,上海钰澜建筑劳务有限公司,施工企业,电话,13501808608
1020060667,上海域邦建设集团有限公司,施工企业,电子邮箱,shybjs@126.com
,,,电子邮箱,shybjs@163.com
,,,电话,021-37198660
,,,电话,021-37198661
1020173934,上海域苍信息科技有限公司,施工企业,电子邮箱,674169972@qq.com
,,,电话,15801971979
,,,电话,021-61430508
1020070193,上海御恒建设工程有限公司,施工企业,电子邮箱,edward0010@126.com
,,,电话,021-50900332
,,,电话,021-51352510
1020170129,上海御建装饰设计工程有限公司,施工企业,电话,13816124764
,,,电话,021-60197499
1020166762,上海御骏建筑工程有限公司,施工企业,电子邮箱,168525966@qq.com
,,,电话,13685235190
1020060952,上海裕鼎机电设备安装工程有限公司,施工企业,电子邮箱,gude_ming@126.com
,,,电子邮箱,gude_mig@126.com
,,,电话,15300793039
,,,电话,021-61479665
,,,电话,021-61479811
1020171280,上海裕慧装饰有限公司,施工企业,电子邮箱,jh_qiuaoxuan@vip.163.com
,,,电子邮箱,jh_qiu@yuhuichina.com.cn
,,,电话,021-63806313
1020090316,上海裕茂机电工程有限公司,施工企业,电话,021-54154303
,,,电话,021-54154291
1020100643,上海裕申照明工程有限公司,施工企业,电话,13601966176
,,,电话,021-54560230
,,,电话,18964805858
1020090377,上海裕禧建筑装饰工程有限公司,施工企业,电子邮箱,30728456@qq.com
,,,电子邮箱,262224567@qq.com
,,,电子邮箱,ygp0107@163.com
,,,电话,020-50653539
,,,电话,18601709250
,,,电话,15921159121
1020021744,上海裕项建设工程有限公司,施工企业,电子邮箱,245750800@qq.com
,,,电话,021-56920376
,,,电话,021-56920375
1020031516,上海煜宝设备安装有限公司,施工企业,电子邮箱,yubao369@163.com
,,,电子邮箱,yubao369@1633.com
,,,电话,021-56645888
,,,电话,13901835398
1020156806,上海誉帮通讯工程有限公司,施工企业,电话,18116293399
1020171035,上海誉驰保洁服务有限公司,施工企业,电子邮箱,penny_ywl@hotmail.com
,,,电话,021-61471877
,,,电话,13818519166
1020172063,上海誉亨建筑工程有限公司,施工企业,电话,021-66285002
,,,电话,13651687784
,,,电话,021-56550733
1020070219,上海誉童建设集团有限公司,施工企业,电子邮箱,yutongjianzhu1@163.com
,,,电话,021-60733207
,,,电话,021-60733209
1020171087,上海誉业建筑工程有限公司,施工企业,电子邮箱,snakegsy@163.com
,,,电子邮箱,0227joey@163.com
,,,电话,13917955900
,,,电话,021-33781460
1020164942,上海毓舜防水工程有限公司,施工企业,电子邮箱,78574652@qq.com
,,,电话,18616579488
1020171476,上海豫德防水工程有限公司,施工企业,电话,18918099555
1020173953,上海豫龙建筑科技有限公司,施工企业,电话,021-50351582
1020165889,上海豫宙电子设备有限公司,施工企业,电子邮箱,18917344300@163.com
,,,电话,021-58434266
,,,电话,18917344300
1020170371,上海元腾通信科技有限公司,施工企业,电子邮箱,13706026595@139.com
,,,电话,18805515001
,,,电话,18121236277
,,,电话,021-36060882
,,,电话,021-54247074
1020120714,上海元迅建设发展有限公司,施工企业,电子邮箱,13816546036@163.com
,,,电话,021-50272886
,,,电话,021-50272886-808
1020120108,上海元阳建筑装饰工程有限公司,施工企业,电话,13761379828
1020164583,上海园方科技信息技术有限公司,施工企业,电话,021-56335592
,,,电话,021-62430225
1020030562,上海园林（集团）有限公司,施工企业,电子邮箱,sggchr@163.com
,,,电子邮箱,cecilexinyi@163.com
,,,电子邮箱,webmaster@sggc.com.cn
,,,电话,021-63127878
1020030563,上海园林绿化建设有限公司,施工企业,电子邮箱,295923483@qq.com
,,,电子邮箱,gengcy1977@126.com
,,,电话,021-32023384
,,,电话,021-52702100
,,,电话,13501623143
1020160643,上海原力装潢设计有限公司,施工企业,电子邮箱,newpoweid@163.com
,,,电子邮箱,newpowerid@163.com
,,,电子邮箱,yxzbs@163.com
1020173034,上海圆尚建筑装饰设计有限公司,施工企业,电子邮箱,czjcg@sohu.com
,,,电话,021-54159848
1020170922,上海圆信智能科技有限公司,施工企业,电子邮箱,lewis_shi@126.com
,,,电话,021-54152192
1020173646,上海圆泽建筑劳务有限公司,施工企业,电子邮箱,418153423@qq.com
,,,电话,021-37622606
1020130226,上海缘俊装饰工程有限公司,施工企业,电子邮箱,286190623@qq.com
,,,电子邮箱,2880529519@qq.com
,,,电话,13916348942
,,,电话,18317080678
1020170336,上海缘缪建设工程有限公司,施工企业,电子邮箱,281728610@qq.com
,,,电子邮箱,782939885@qq.com
,,,电话,15001744132
,,,电话,021-37587617
1020130822,上海源树隆建筑装饰有限公司,施工企业,电子邮箱,yslyzq@163.com
,,,电话,021-33778690
,,,电话,021-56382690
1020173013,上海源众环保科技有限公司,施工企业,电子邮箱,della1818@126.com
,,,电话,021-68388332
1020130158,上海远动科技有限公司,施工企业,电子邮箱,hujiemin@shanghai3h.com
,,,电子邮箱,xinhua@shanghai3h.com
,,,电子邮箱,zhaobeili@shanghai3h.com
,,,电话,021-65635776
,,,电话,13764419699
,,,电话,13701807117
1020163657,上海远康防水工程有限公司,施工企业,电话,13801738261
,,,电话,13761932862
1020022928,上海远盛防水工程有限公司,施工企业,电子邮箱,sh-yuansheng@vip.163.com
,,,电子邮箱,ys_zwl@163.com
,,,电话,021-57486268
1020140818,上海远泰建筑石材有限公司,施工企业,电子邮箱,yuantai008@163.com
,,,电话,021-62835610
1020166149,上海约顿环境科技有限公司,施工企业,电话,021-37772272
1020172119,上海月春劳务服务有限公司,施工企业,电子邮箱,840467303@qq.com
,,,电话,021-56931288
,,,电话,021-56931128
,,,电话,021-56391128
1020156332,上海月建船舶服务有限公司,施工企业,电话,021-31750371
1020172826,上海枂特环保科技有限公司,施工企业,电话,15221019905
1020166206,上海玥洋环境工程有限公司,施工企业,电子邮箱,315679038@qq.com
,,,电话,15000587796
,,,电话,13916916974
1020173291,上海悦丰劳务服务有限公司,施工企业,电话,021-64360323
,,,电话,64360323
1020172512,上海悦阁机电安装工程有限公司,施工企业,电子邮箱,1501472057@qq.com
,,,电话,18351303691
1020120651,上海悦鸿建设工程有限公司,施工企业,电子邮箱,358698831@qq.com
,,,电子邮箱,yhjs.sh@foxmail.com
,,,电子邮箱,328766183@qq.com
,,,电话,021-54530298
1020174023,上海悦康建筑安装工程有限公司,施工企业,电子邮箱,394841242@qq.com
,,,电子邮箱,1935946443@qq.com
,,,电话,021-56571636
,,,电话,021-56570291
1020061007,上海悦钦建筑安装工程有限公司,施工企业,电子邮箱,yueqin119@163.com
,,,电话,021-58626837
1020165870,上海悦祥燃气工程建设有限公司,施工企业,电子邮箱,422230106@qq.com
,,,电子邮箱,422230104@qq.com
,,,电话,13381655520
,,,电话,021-56408665
1020166276,上海悦寓建筑装饰设计工程有限公司,施工企业,电子邮箱,zhangyan@yujianjia.com
,,,电话,13651629916
,,,电话,021-61132899
,,,电话,61132899-8028
1020173214,上海跃平装饰工程有限公司,施工企业,电子邮箱,zwj684@163.com
,,,电话,021-39886095
,,,电话,18816986067
1020153924,上海越电建设工程有限公司,施工企业,电话,021-54193746
1020166410,上海越冬智能楼宇科技有限公司,施工企业,电话,13701937997
,,,电话,18621933128
1020174641,上海越亨建筑劳务有限公司,施工企业,电话,13817585051
1020100605,上海越兴建筑防水工程有限公司,施工企业,电子邮箱,2780791313@qq.com
,,,电话,021-58033687
1020171538,上海云充新能源科技有限公司,施工企业,电子邮箱,lizhibo@evchar.cn
,,,电子邮箱,public@evchar.cn
,,,电子邮箱,public@evchar.com
,,,电话,13818659165
,,,电话,021-31037176
1020166333,上海云赋展览有限公司,施工企业,电话,021-31187852
,,,电话,18964698563
,,,电话,021-51761553
1020100672,上海云罡同汇视觉艺术设计有限公司,施工企业,电子邮箱,wlygth@163.com
,,,电话,021-35350339
,,,电话,021-51157361
1020172735,上海云珩建筑工程有限公司,施工企业,电子邮箱,75039838@qq.com
,,,电话,021-68762881
1020170425,上海云辄照明科技有限公司,施工企业,电子邮箱,634322028@qq.com
,,,电话,021-60825389
,,,电话,15900509777
1020171961,上海云柘建设工程有限公司,施工企业,电话,18721628726
1020031725,上海昀升送变电工程有限公司,施工企业,电话,021-67193333
1020172729,上海鋆丰电子科技有限公司,施工企业,电子邮箱,775789391@qq.com
,,,电子邮箱,114016227@qq.com
,,,电子邮箱,1084727874@qq.com
,,,电话,13501694289
,,,电话,021-20237779
,,,电话,18217588703
1020172580,上海允邦建筑工程有限公司,施工企业,电子邮箱,17802142501@163.com
,,,电话,021-37826680
1020162395,上海允泰建筑工程有限公司,施工企业,电子邮箱,118091621@163.com
,,,电子邮箱,118091621@qq.com
,,,电话,021-69200581
,,,电话,021-69218068
1020171061,上海运欣环保科技有限公司,施工企业,电话,15135317618
1020171337,上海韵凯智能科技有限公司,施工企业,电子邮箱,ntk2000@163.com
,,,电话,021-54783706
,,,电话,13901967809
1020173708,上海赞誉建筑装饰工程有限公司,施工企业,电子邮箱,pany1978@126.com
,,,电话,13601797398
,,,电话,021-52270373
1020171725,上海臧轩智能工程有限公司,施工企业,电话,13402103791
1020130717,上海早田信息科技发展有限公司,施工企业,电子邮箱,shzaotian@163.com
,,,电子邮箱,154567243@qq.com
,,,电话,021-69582888
,,,电话,021-695828888
,,,电话,021-69583888
1020165185,上海泽均机电设备安装工程有限公司,施工企业,电子邮箱,712017417@qq.com
,,,电子邮箱,712017416@qq.com
1020172131,上海泽葵建筑装饰工程有限公司,施工企业,电子邮箱,332611655@qq.com
,,,电话,13701820018
1020060680,上海泽天机电科技有限公司,施工企业,电子邮箱,hr@imair.con.cn
,,,电子邮箱,hr@imair.com.cn
,,,电话,021-68536820
1020173725,上海泽续建筑工程有限公司,施工企业,电话,13818529259
1020173123,上海泽晅建筑劳务有限公司,施工企业,电话,13501666319
1020140688,上海泽奕工程建设有限公司,施工企业,电话,021-37289603
1020165906,上海增鼎市政工程有限公司,施工企业,电话,13127500336
,,,电话,021-59948516
,,,电话,13601913666
1020166035,上海增涵建筑装饰有限公司,施工企业,电子邮箱,13916968797@139.com
,,,电子邮箱,918643613@qq.com
,,,电话,13916968797
,,,电话,18512173892
1020171192,上海增瑜建筑劳务有限公司,施工企业,电子邮箱,515345347@qq.com
,,,电子邮箱,13918186867@163.com
,,,电话,021-66279767
,,,电话,13321909066
1020172684,上海扎唯建筑工程有限公司,施工企业,电话,021-58585368
1020021118,上海闸北城市建设有限公司,施工企业,电子邮箱,zhabei@126.com
,,,电话,021-32270902
,,,电话,021-62997369
1020051230,上海闸电东海电力工程有限公司,施工企业,电话,021-25252222
,,,电话,021-25252468
,,,电话,021-25252586
1020165948,上海闸环北站环境卫生工程有限公司,施工企业,电子邮箱,pooh7@163.com
,,,电话,021-63804090
,,,电话,021-66523453
,,,电话,021-66240571
,,,电话,021-63803519
1020130658,上海展观建筑工程有限公司,施工企业,电子邮箱,shanghaizhanguan@163.com
,,,电话,021-56146988
1020166474,上海展通装潢通讯工程有限公司,施工企业,电子邮箱,t27262299@sina.com
,,,电话,18964582550
,,,电话,13817817911
,,,电话,021-68008660
1020120185,上海展新装饰设计有限公司,施工企业,电子邮箱,newide88@gmail.com
,,,电话,021-62986768
1020050729,上海章发建筑安装工程有限公司,施工企业,电子邮箱,tchf19651201@yeah.net
,,,电话,021-59443180
,,,电话,15921300282
1020171003,上海章信劳务有限公司,施工企业,电话,021-54566988
1020164519,上海兆德建筑安装有限公司,施工企业,电子邮箱,verhhw@163.com
,,,电话,021-20989632
1020172949,上海哲昶电器设备工程有限公司,施工企业,电话,13801969002
,,,电话,021-69980190
1020030971,上海哲艺燃气工程有限公司,施工企业,电子邮箱,zheyi2002@163.com
,,,电话,021-54403920
,,,电话,13564858080
1020171098,上海喆鑫建筑装饰工程有限公司,施工企业,电子邮箱,shzhexinjzzs@163.com
,,,电话,021-57675509
1020172832,上海柘觉建筑劳务有限公司,施工企业,电话,021-60495300
1020173700,上海柘阳实业有限公司,施工企业,电子邮箱,2457924619@qq.com
,,,电子邮箱,zheyang009@163.com
,,,电子邮箱,zheyang001@126.com
,,,电话,15821047793
,,,电话,021-64140171
,,,电话,201-64140171
1020173193,上海柘曳建筑劳务有限公司,施工企业,电子邮箱,328196812@qq.com
,,,电话,021-58955335
1020174090,上海浙珏建筑工程有限公司,施工企业,电话,13958164203
1020153489,上海浙临建筑工程有限公司,施工企业,电话,13962431500
,,,电话,13020201091
1020171814,上海珍济环境工程有限公司,施工企业,电话,021-59656331
,,,电话,13901770419
1020080245,上海真赛机电科技有限公司,施工企业,电子邮箱,zhogcl@chengsa.net
,,,电子邮箱,chengsa_mail@126.com
,,,电子邮箱,chengsamail@126.com
,,,电话,021-32528626
